,cat_counts,cat_avg_stars
-Arts & Crafts-Shopping-Costumes-Party & Event Planning-Event Planning & Services,1,4.5
-Food-Specialty Food-Candy Stores-Chocolatiers & Shops,1,4.0
-Music Venues-Bars-Arts & Entertainment-Nightlife-Lounges,1,4.0
-Active Life-Climbing-Hiking-Parks,1,4.5
-Pet Services-Pet Boarding/Pet Sitting-Pets,1,5.0
-American (New)-Sushi Bars-Restaurants,1,3.5
-American (Traditional)-French-Restaurants,1,3.0
-Oral Surgeons-Health & Medical-Dentists-General Dentistry-Cosmetic Dentists,1,4.0
-Steakhouses-Sandwiches-Restaurants,1,4.0
-Hotels & Travel-Landmarks & Historical Buildings-Tours-Public Services & Government,1,3.5
-Fashion-Shopping-Sporting Goods-Women's Clothing-Fitness & Instruction-Active Life-Yoga-Sports Wear,1,4.0
-Bars-American (Traditional)-Arts & Entertainment-Arcades-Nightlife-Sports Bars-Restaurants,1,3.0
-Shopping-Nurseries & Gardening-Home & Garden,1,5.0
-Food-Do-It-Yourself Food-Ice Cream & Frozen Yogurt-Desserts,1,4.0
"-Food-Beer, Wine & Spirits-American (New)-Restaurants",1,3.5
-Skin Care-Day Spas-Tanning-Beauty & Spas,1,4.5
-Active Life-Venues & Event Spaces-Amateur Sports Teams-Event Planning & Services,1,4.5
-Vegetarian-Gluten-Free-Vegan-Restaurants,1,5.0
-Specialty Schools-Education-Cooking Schools,1,4.0
-Latin American-Caribbean-Restaurants,1,3.5
-Food-Arts & Entertainment-Wineries,1,2.5
-Burgers-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Arts & Crafts-Shopping-Antiques,1,3.5
-Delis-Breakfast & Brunch-Restaurants,1,3.5
-German-Pubs-Bars-Nightlife-Restaurants,1,4.0
-Vegetarian-Persian/Iranian-Mediterranean-Restaurants,1,3.5
-Food-Specialty Food-Meat Shops-Ethnic Food-Cheese Shops,1,4.5
-Food-Bakeries-Grocery-Delis-Restaurants,1,4.5
-Art Galleries-Arts & Entertainment-Thrift Stores-Shopping,1,5.0
-Active Life-Gyms-Fitness & Instruction-Tanning-Beauty & Spas,1,4.5
-American (Traditional)-Cafes-Delis-Restaurants,1,3.5
-Food-Burgers-American (New)-Breweries-Restaurants,1,4.0
-Fast Food-Sushi Bars-Japanese-Restaurants,1,3.0
-Day Spas-Barbers-Beauty & Spas,1,4.5
-Nightlife-Mexican-Tex-Mex-Restaurants,1,3.0
-Food-Mexican-Restaurants,1,4.0
-Bakeries-Food-Specialty Food-Ethnic Food,1,4.5
-Bars-Mexican-Nightlife-Lounges-Restaurants,1,2.0
-Health Markets-Food-Shopping-Specialty Food,1,3.5
-Arts & Crafts-Shopping-Jewelry-Home & Garden-Home Decor,1,4.5
-Bakeries-Food-Sandwiches-French-Restaurants,1,3.5
-Department Stores-Fashion-Shopping-Drugstores-Discount Store,1,2.0
-Wine Bars-Bars-Nightlife-French-Restaurants,1,4.0
-Shopping-Home Decor-Food-Arts & Crafts-Home & Garden-Chocolatiers & Shops-Specialty Food-Event Planning & Services-Cards & Stationery-Flowers & Gifts,1,4.0
-Delis-Vegetarian-Restaurants,1,4.0
-Food-Ethnic Food-Restaurants-Vietnamese-Specialty Food,1,4.0
-Burgers-American (Traditional)-Mexican-Restaurants,1,4.5
-Food-Donuts-Cafes-Juice Bars & Smoothies-Restaurants,1,4.5
-Food-Street Vendors-Restaurants-Salad-Juice Bars & Smoothies,1,4.5
-Automotive-Auto Parts & Supplies-Car Dealers,1,3.5
-Hobby Shops-Shopping-Event Planning & Services-Party & Event Planning-Arts & Crafts,1,4.5
"-Food-Beer, Wine & Spirits-Ice Cream & Frozen Yogurt",1,4.5
-Vegetarian-Vegan-Chinese-Restaurants,1,3.5
-Nightlife-Bars-Sports Bars-Barbeque-Restaurants,1,4.0
-Food-Donuts-Breakfast & Brunch-Restaurants,1,4.5
-Skin Care-Nail Salons-Beauty & Spas,1,5.0
-Taiwanese-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Chinese-Restaurants,1,4.0
-British-Restaurants,1,4.5
-Nightlife-American (Traditional)-Karaoke-Bars-Restaurants,1,3.5
-Food-Grocery-Convenience Stores,1,4.5
-Electricians-Lighting Fixtures & Equipment-Home Services-Home Theatre Installation,1,5.0
-Art Supplies-Shopping-Framing-Arts & Crafts,1,4.0
-Shopping Centers-Shopping-Outlet Stores-Chinese-Restaurants,1,4.0
-Bars-Wine Bars-Nightlife-Italian-Pizza-Restaurants,1,4.0
-Breakfast & Brunch-Tex-Mex-Restaurants,1,4.0
-Food-Specialty Food-Shopping-Candy Stores-Toy Stores,1,4.0
-Restaurants-Sandwiches-Italian,1,4.0
-Seafood-American (New)-Hawaiian-Restaurants,1,3.5
-Fashion-Shopping-Accessories-Home & Garden,1,4.5
-Arts & Entertainment-Venues & Event Spaces-Arcades-Event Planning & Services-Bowling-Active Life,1,4.0
-Food-Seafood-Seafood Markets-Specialty Food-Barbeque-Restaurants,1,3.5
-Soup-Japanese-Restaurants,1,3.5
-Wine Bars-Bars-Latin American-Nightlife-Restaurants,1,4.0
-Professional Services-Bankruptcy Law-Lawyers-Personal Injury Law-General Litigation,1,5.0
-Food-Coffee & Tea-Arts & Entertainment,1,4.5
-Burgers-Barbeque-Restaurants,1,3.0
-Bars-Burgers-Nightlife-Restaurants-Sports Bars-Pizza,1,3.0
-Active Life-Golf-Local Flavor,1,4.5
-Greek-Middle Eastern-Restaurants,1,4.0
-Churches-Religious Organizations,1,5.0
-Bars-Restaurants-Wine Bars-Nightlife-Pizza-Italian,1,4.0
-Food-Tea Rooms-Japanese-Restaurants,1,4.5
-Nightlife-Asian Fusion-Karaoke-Filipino-Restaurants,1,4.0
-Animal Shelters-Pets,1,4.5
-Burgers-Steakhouses-Restaurants,1,4.0
-Arts & Entertainment-American (New)-Bars-Nightlife-Lounges-Cinema-Restaurants,1,4.0
-Bakeries-Food-Cafes-Restaurants,1,4.0
-Greek-American (Traditional)-Mediterranean-Restaurants,1,3.5
-Piano Bars-Arts & Entertainment-Nightlife-Music Venues,1,3.5
-Active Life-Steakhouses-Amusement Parks-Restaurants,1,3.5
-Jazz & Blues-Arts & Entertainment-Art Galleries-Shopping-Nightlife,1,4.0
-Greek-Vegetarian-Mediterranean-Middle Eastern-Restaurants,1,4.0
-Active Life-Recreation Centers-Gyms-Swimming Pools-Fitness & Instruction,1,4.0
-Seafood-Steakhouses-Gluten-Free-Restaurants,1,4.0
-Food-Specialty Food-Grocery-Seafood Markets,1,4.0
-Bakeries-Food-Event Planning & Services-Caterers,1,4.5
-Active Life-Yoga-Dance Studios-Fitness & Instruction,1,5.0
-Food-Bagels-Restaurants-Coffee & Tea-Sandwiches,1,4.5
-Health & Medical-Chiropractors,1,5.0
-Nightlife-Bars-Asian Fusion-Sports Bars-Restaurants,1,4.0
-Greek-American (New)-Restaurants,1,4.0
"-Food-Specialty Food-Grocery-Beer, Wine & Spirits",1,4.0
-Women's Clothing-Plus Size Fashion-Fashion-Shopping,1,4.5
-Bars-Gay Bars-Karaoke-Nightlife,1,4.0
"-Food-Beer, Wine & Spirits-Grocery-Farmers Market",1,4.0
-Thai-Chinese-Restaurants,1,2.5
-Lingerie-Shopping-Fashion,1,3.5
-Dim Sum-Chinese-Restaurants,1,4.0
-Event Planning & Services-Party & Event Planning,1,4.0
-Thai-Vegetarian-Restaurants,1,4.0
-Property Management-Home Services-Real Estate,1,5.0
-Grocery-Food-Ethnic Food-Specialty Food-Middle Eastern-Halal-Restaurants,1,4.0
-Bakeries-Food-Specialty Food,1,3.5
-Indian-Buffets-Halal-Restaurants,1,4.0
-Beauty & Spas,1,2.5
-Specialty Schools-Swimming Pools-Fitness & Instruction-Active Life-Education-Swimming Lessons/Schools,1,4.5
-Active Life-Local Flavor-Parks,1,3.0
"-Books, Mags, Music & Video-Vinyl Records-Shopping",1,4.0
-Sushi Bars-Nightlife-Restaurants,1,3.5
-American (New)-Buffets-Tex-Mex-Restaurants,1,4.5
-Hair Salons-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,3.0
-Children's Clothing-Fashion-Shopping-Baby Gear & Furniture,1,4.0
-Day Spas-Hotels & Travel-Hotels-Event Planning & Services-Beauty & Spas,1,4.0
-Pet Groomers-Pet Services-Pet Training-Pets-Pet Stores,1,3.5
-Pubs-Bars-Nightlife-Sandwiches-Restaurants,1,3.5
-Mongolian-Barbeque-Restaurants,1,3.0
-Ice Cream & Frozen Yogurt-Food-Restaurants-Desserts-Hot Dogs-Fast Food,1,2.5
-Food-Tea Rooms-Coffee & Tea,1,4.5
"-Food-Beer, Wine & Spirits-Bars-Sports Bars-Nightlife",1,3.0
-Active Life-Barre Classes-Pilates-Yoga-Fitness & Instruction,1,4.5
-Food-Desserts-Restaurants-Italian,1,2.5
-Doctors-Health & Medical-Family Practice-Urgent Care,1,4.0
-Food-Desserts-Creperies-French-Restaurants,1,4.0
-Bakeries-Food-French-Restaurants,1,4.0
-Dive Bars-Pubs-Bars-Nightlife-Lounges,1,4.0
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts-Restaurants",1,4.0
-Active Life-Dog Parks-Amateur Sports Teams-Parks,1,4.0
-Landmarks & Historical Buildings-Restaurants-Public Services & Government-Tex-Mex,1,3.5
-Bars-Nightlife-Hotels & Travel-Event Planning & Services-Hotels-Restaurants,1,2.5
-Arts & Entertainment-Pizza-Nightlife-Music Venues-Restaurants,1,3.5
-Professional Services-Television Service Providers-Home Services-Internet Service Providers,1,2.5
-Solar Installation-Windows Installation-Home Services,1,4.5
-Day Spas-Flowers & Gifts-Shopping-Beauty & Spas,1,4.0
-Hotels & Travel-Taxis-Airport Shuttles-Limos-Transportation,1,3.0
-Food-Bakeries-Coffee & Tea-Vegan-Restaurants,1,4.5
-Hot Dogs-Mexican-Gluten-Free-Restaurants,1,3.5
-Bars-Restaurants-Nightlife-Italian,1,4.0
-Local Services-Community Service/Non-Profit-Thrift Stores-Shopping,1,3.0
-Active Life-Fitness & Instruction,1,5.0
-Food-Specialty Food-Flowers & Gifts-Shopping-Fruits & Veggies,1,4.5
-Food-Active Life-Coffee & Tea-Yoga-Fitness & Instruction,1,4.5
-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Bakeries-Food-Restaurants,1,3.0
-Nightlife-Bars-Sushi Bars-Japanese-Restaurants,1,2.5
-Food-Convenience Stores,1,5.0
-Beauty & Spas-Hair Removal-Nail Salons,1,2.5
-Bars-Food-Arts & Entertainment-Venues & Event Spaces-Wine Bars-Wineries-Event Planning & Services-Nightlife,1,4.0
-Buffets-Filipino-Restaurants,1,3.0
-Buffets-Mexican-Restaurants,1,2.0
-Wine Bars-Bars-Nightlife-Lounges,1,3.5
-Italian-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Bars-American (Traditional)-Pubs-Nightlife-Sports Bars-Restaurants,1,3.5
-Food-Desserts-Specialty Food,1,4.5
-Active Life-Parks-Hiking,1,4.5
-Pizza-Mediterranean-Restaurants,1,4.0
-Food-Donuts-Delis-Coffee & Tea-Restaurants,1,4.0
-American (Traditional)-Hot Dogs-Restaurants,1,4.0
-Food-Coffee & Tea-Breakfast & Brunch-Vegan-Restaurants,1,4.0
-Creperies-Fondue-French-Restaurants,1,4.5
-Bars-Sushi Bars-Nightlife-Restaurants,1,3.0
-Food-Bagels-Breakfast & Brunch-Delis-Restaurants,1,4.0
-Shopping-Jewelry-Home & Garden-Home Decor,1,5.0
-Active Life-Health & Medical-Yoga-Physical Therapy-Fitness & Instruction,1,4.5
-Oil Change Stations-Automotive,1,2.5
-Shopping-Home & Garden-Antiques-Furniture Stores,1,4.0
-Food-Desserts-Pizza-Restaurants,1,4.5
-Active Life-Amusement Parks-Event Planning & Services-Venues & Event Spaces,1,4.0
-Active Life-Boating-Lakes,1,4.5
-Vegetarian-Sandwiches-Restaurants,1,4.0
-Nightlife-Venues & Event Spaces-Event Planning & Services,1,3.5
-Seafood-Buffets-Restaurants,1,3.5
-American (New)-Nightlife-Restaurants,1,4.0
-Shopping-Food-Gift Shops-Specialty Food-Flowers & Gifts-Local Flavor,1,4.5
-Home Services-Contractors,1,3.0
-Flowers & Gifts-Shopping,1,5.0
-Sandwiches-Restaurants-Pizza-Italian,1,3.5
-Doctors-Health & Medical-Urgent Care,1,2.0
-Food-Gelato-Pizza-Restaurants,1,4.5
-Food-Tea Rooms-Breakfast & Brunch-Coffee & Tea-Restaurants,1,4.5
"-Food-Beer, Wine & Spirits-Restaurants",1,2.0
-Active Life-Specialty Schools-Education-Swimming Lessons/Schools-Fitness & Instruction,1,5.0
-Active Life-Skating Rinks-Gyms-Fitness & Instruction,1,2.5
-Greek-Mexican-Restaurants,1,3.0
-Food-Venues & Event Spaces-Farmers Market-Active Life-Horseback Riding-Event Planning & Services,1,5.0
-Reflexology-Health & Medical-Massage-Beauty & Spas,1,4.5
-Adult Entertainment-Nightlife,1,3.0
-Breakfast & Brunch-Restaurants-Italian,1,3.0
-Korean-Sushi Bars-Japanese-Restaurants,1,3.5
-Mexican-Vegan-Restaurants,1,3.5
-Mediterranean-Greek-Middle Eastern-Restaurants,1,4.0
-Day Spas-Beauty & Spas-Restaurants,1,4.5
-Food-Breakfast & Brunch-Bagels-Delis-Restaurants,1,3.0
-Arts & Entertainment-Music Venues-Dance Clubs-Nightlife-American (New)-Restaurants,1,3.5
-American (New)-Chicken Wings-Restaurants,1,4.5
-Cuban-Latin American-Restaurants,1,3.5
-American (New)-Barbeque-Restaurants,1,4.5
-Food-Specialty Food,1,4.5
-Food-Burgers-Ice Cream & Frozen Yogurt-Diners-Restaurants,1,4.0
-Bars-Mexican-Nightlife-Local Flavor-Restaurants,1,4.5
-Bakeries-Food-Specialty Food-Ethnic Food-Desserts,1,4.5
-Landmarks & Historical Buildings-Public Services & Government,1,3.5
-Real Estate Services-Home Services-Real Estate-Home Inspectors,1,5.0
-Afghan-Pakistani-Restaurants,1,4.5
-Food-Food Delivery Services,1,2.5
-Automotive-Motorcycle Dealers,1,2.5
-American (New)-Pizza-Restaurants,1,2.5
-Bakeries-Food-Desserts-Event Planning & Services-Caterers,1,4.5
-Asian Fusion-Sushi Bars-Japanese-Restaurants,1,4.5
-Ethiopian-Restaurants,1,4.0
-Active Life-Day Spas-Beauty & Spas-Swimming Pools-Sports Clubs,1,3.5
-Women's Clothing-Men's Clothing-Fashion-Shopping-Children's Clothing,1,4.5
-Sushi Bars-American (New)-Restaurants,1,3.5
-Active Life-Rafting/Kayaking,1,3.5
-Food-Desserts-Restaurants-Burgers,1,3.5
-Active Life-Disc Golf-Parks,1,4.5
-Shopping-Arts & Crafts-Party & Event Planning-Event Planning & Services-Cards & Stationery-Wedding Planning-Flowers & Gifts,1,5.0
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Dive Bars-Nightlife,1,3.5
-Hot Dogs-Mexican-Restaurants,1,4.5
-Caterers-Event Planning & Services-Barbeque-Restaurants,1,2.5
-Fast Food-Asian Fusion-Restaurants,1,4.5
"-Food-Books, Mags, Music & Video-Coffee & Tea-Shopping-Bookstores",1,3.0
-Food-Specialty Food-Grocery-Fruits & Veggies,1,4.5
-Bars-Seafood-Irish-Pubs-Nightlife-Restaurants,1,4.0
-Arts & Entertainment-Music Venues-Bars-Dive Bars-Nightlife-American (New)-Restaurants,1,4.0
-Landmarks & Historical Buildings-Public Services & Government-Local Flavor,1,4.5
-Food-Hotels & Travel-Tours,1,5.0
-Food-Convenience Stores-Shopping-Drugstores,1,4.0
-Lingerie-Shopping-Fashion-Adult,1,3.0
-Pubs-Bars-Nightlife-Restaurants,1,3.5
-Museums-Active Life-Arts & Entertainment-Parks,1,4.0
-Sporting Goods-Shopping-Guns & Ammo-Outdoor Gear,1,4.0
-Grocery-Food-Ethnic Food-Indian-Specialty Food-Restaurants,1,4.0
-Nightlife-Seafood-Steakhouses-Bars-Restaurants,1,3.5
-Local Services-Arts & Crafts-Shopping-Fabric Stores-Sewing & Alterations,1,4.5
-Food-Cheese Shops-Specialty Food,1,4.5
-Active Life-Bars-Nightlife-Sports Bars-Bowling,1,3.5
-Yoga-Beauty & Spas-Food-Juice Bars & Smoothies-Fitness & Instruction-Active Life-Massage,1,4.5
-Gastropubs-Wine Bars-Bars-Nightlife-Restaurants,1,4.0
-Shopping Centers-Landmarks & Historical Buildings-Shopping-Public Services & Government,1,3.5
-Bars-Sports Bars-Nightlife-American (New)-Chicken Wings-Restaurants,1,3.0
-Food-Delis-Coffee & Tea-Restaurants,1,4.0
-Food-Bagels-Sandwiches-Restaurants,1,3.5
-Bars-American (Traditional)-Dance Clubs-Nightlife-Sports Bars-Restaurants,1,3.0
-Sushi Bars-Asian Fusion-Restaurants,1,3.5
-Caterers-American (New)-Event Planning & Services-Restaurants,1,4.0
"-Videos & Video Game Rental-Books, Mags, Music & Video-Shopping-Adult",1,5.0
-Active Life-Wedding Planning-Golf-Event Planning & Services,1,3.0
-Shopping-Beauty & Spas-Arts & Crafts-Costumes-Cosmetics & Beauty Supply-Wigs,1,5.0
-Fast Food-Restaurants-Italian,1,2.5
-Cajun/Creole-Fast Food-Southern-Restaurants,1,4.0
-Performing Arts-Arts & Entertainment-Art Galleries-Shopping,1,3.5
-Hawaiian-Barbeque-Chinese-Restaurants,1,3.5
-Food-Grocery-Shopping-Home & Garden-Furniture Stores,1,4.5
-Bars-Asian Fusion-Nightlife-Restaurants,1,4.0
-Spanish-Steakhouses-Restaurants,1,3.5
-Active Life-Swimming Pools-Parks,1,4.5
-Chicken Wings-Bars-Restaurants-Sports Bars-Nightlife,1,2.5
-Soul Food-Southern-Restaurants,1,4.5
-Delis-Restaurants-Italian,1,4.5
-American (New)-Salad-Restaurants,1,3.0
-Arts & Crafts-Shopping-Costumes,1,4.5
-Vegetarian-Indian-Gluten-Free-Restaurants,1,3.5
-Food-Desserts-Street Vendors,1,5.0
-Sushi Bars-Hawaiian-Chinese-Restaurants,1,4.0
-Sandwiches-Hawaiian-Restaurants,1,4.0
-Bars-Pool Halls-Sports Bars-Nightlife,1,2.5
-Burgers-Diners-Restaurants,1,4.0
-Fashion-Shopping-Accessories-Jewelry,1,4.5
-Art Schools-Specialty Schools-Education,1,2.5
-Scandinavian-Restaurants,1,3.5
-Delis-Restaurants-Sandwiches-Italian,1,4.5
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Wine Bars",1,4.5
-Greek-Lebanese-Mediterranean-Middle Eastern-Restaurants,1,4.5
-Asian Fusion-Sushi Bars-Restaurants,1,4.0
-Bakeries-Food-Gluten-Free-Donuts-Restaurants,1,4.5
-Auto Repair-Automotive-Oil Change Stations,1,3.0
-Bars-American (Traditional)-Nightlife-Sports Bars-Barbeque-Restaurants,1,3.5
-Nightlife-Comedy Clubs,1,4.0
-Bars-Music Venues-Arts & Entertainment-Nightlife-American (New)-Sports Bars-Restaurants,1,3.5
-Handyman-Home Services-Heating & Air Conditioning/HVAC,1,5.0
-Hair Salons-Nail Salons-Beauty & Spas,1,3.0
-Specialty Schools-Shopping-Cooking Schools-Home & Garden-Kitchen & Bath-Education,1,4.0
-Food-Hawaiian-Restaurants,1,4.5
-Korean-Chinese-Restaurants,1,4.5
-Seafood-Restaurants-American (New)-Italian,1,4.0
-Food-Desserts-Sandwiches-Restaurants-Barbeque-Pizza,1,4.0
-Food-Coffee & Tea-Creperies-Restaurants,1,4.0
-Active Life-Playgrounds-Parks,1,4.5
"-Music & DVDs-Books, Mags, Music & Video-Vinyl Records-Shopping",1,3.5
-Shopping-Home Services-Building Supplies-Home & Garden-Hardware Stores-Lighting Fixtures & Equipment,1,3.0
-Burgers-Fast Food-Hot Dogs-Restaurants,1,3.5
-Cafes-Sandwiches-Restaurants,1,4.5
-Food-Bakeries-Coffee & Tea,1,4.5
-Food-Chinese-Restaurants,1,3.0
-Dive Bars-Bars-Nightlife-Sports Bars,1,3.5
-Local Services-Pest Control,1,5.0
-Window Washing-Home Services,1,5.0
-Bars-American (Traditional)-Caribbean-Nightlife-American (New)-Restaurants,1,2.5
-Keys & Locksmiths-Home Services,1,5.0
-Food-Burgers-Fast Food-Ice Cream & Frozen Yogurt-Restaurants,1,3.0
-Burgers-Steakhouses-Barbeque-Restaurants,1,2.5
-Active Life-Arts & Entertainment-Stadiums & Arenas-Horse Racing-Restaurants,1,4.0
-Computers-Shopping-Home & Garden-Appliances,1,3.0
-Bars-American (New)-American (Traditional)-Nightlife-Restaurants,1,3.5
-American (Traditional)-Mexican-Event Planning & Services-Hotels & Travel-Hotels-Restaurants,1,4.0
-Thai-Asian Fusion-Chinese-Restaurants,1,3.0
-Food-Ice Cream & Frozen Yogurt-Burgers-Fast Food-Restaurants,1,4.0
-Live/Raw Food-Gluten-Free-Vegan-Restaurants,1,4.0
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Caterers-Event Planning & Services-Flowers & Gifts",1,4.0
-Food-Herbs & Spices-Specialty Food,1,4.5
-Hotels & Travel-Hotels-Event Planning & Services-Restaurants,1,4.0
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Kitchen & Bath-Women's Clothing",1,5.0
-Bars-American (Traditional)-Pubs-Nightlife-Lounges-Restaurants,1,3.5
-Arts & Entertainment-Music Venues-Casinos-Nightlife-Hotels & Travel-Event Planning & Services-Hotels,1,3.5
-Nightlife-Bars-Mexican-Tex-Mex-Restaurants,1,3.5
-Burgers-Hot Dogs-Mediterranean-Restaurants,1,3.5
-Active Life-Pilates-Fitness & Instruction,1,4.5
-Irish-Restaurants,1,3.5
-Burgers-Seafood-Restaurants,1,3.5
-Ethiopian-Vegan-Restaurants,1,4.0
-Soup-Vietnamese-Comfort Food-Restaurants,1,4.0
-Jazz & Blues-Arts & Entertainment-Soul Food-Nightlife-Restaurants,1,3.5
-Bars-American (Traditional)-Nightlife-Steakhouses-Sports Bars-Restaurants,1,3.0
-Bars-American (Traditional)-Pool Halls-Nightlife-Sports Bars-Restaurants,1,3.5
-Bars-Spanish-Nightlife-Lounges-Basque-Restaurants,1,4.0
-Asian Fusion-Mexican-Restaurants,1,4.0
-Food-Grocery-Shopping-Photography Stores & Services,1,3.5
-Burgers-American (New)-Barbeque-Restaurants,1,4.5
-Italian-American (Traditional)-Restaurants,1,4.0
-Food-Ethnic Food-Specialty Food-Mediterranean-Restaurants,1,4.5
-Delis-Italian-Restaurants,1,3.5
-Food-Desserts-Coffee & Tea,1,4.5
-Electronics-Shopping,1,3.0
-Restaurants-Pizza-Gluten-Free-Italian,1,4.0
-Home Services-Heating & Air Conditioning/HVAC-Contractors,1,4.5
-Food-Greek-Restaurants,1,3.0
-Greek-Southern-Mediterranean-Restaurants,1,3.0
-Breakfast & Brunch-Bars-American (Traditional)-Nightlife-Restaurants,1,4.0
-Caterers-Pizza-Event Planning & Services-Restaurants,1,4.0
-Pizza-Gluten-Free-Restaurants,1,3.5
"-Food-Beer, Wine & Spirits-Irish-American (Traditional)-Restaurants",1,3.5
-Food-Specialty Food-Coffee & Tea-Ice Cream & Frozen Yogurt-Chocolatiers & Shops,1,4.0
-Shopping-Guns & Ammo,1,2.5
-Food-Convenience Stores-Hot Dogs-Restaurants,1,4.0
-Bars-Restaurants-Nightlife-Lounges-Italian,1,3.5
-Asian Fusion-Diners-Restaurants,1,3.5
-American (New)-Nightlife-Dance Clubs-Restaurants,1,3.0
-Bars-American (Traditional)-Nightlife-Lounges-American (New)-Restaurants,1,4.0
-Dive Bars-Bars-Arts & Entertainment-Nightlife-Music Venues,1,4.0
-Modern European-Delis-Restaurants,1,4.0
-Sushi Bars-Japanese-Gluten-Free-Restaurants,1,3.5
-Skin Care-Eyelash Service-Hair Removal-Beauty & Spas,1,5.0
-Health Markets-Food-Specialty Food,1,4.5
-Arts & Entertainment-Music Venues-Bars-Nightlife-American (New)-Restaurants,1,3.5
-Bars-Nightlife-Lounges-Restaurants,1,3.5
-Southern-Food Stands-Restaurants,1,4.0
-Active Life-Museums-Arts & Entertainment-Amusement Parks-Parks,1,4.5
-American (Traditional)-American (New)-Chicken Wings-Restaurants,1,4.5
-Pet Groomers-Pet Services-Pets,1,5.0
-Active Life-Hotels & Travel-Golf-Event Planning & Services-Hotels,1,4.0
-Fashion-Shopping-Leather Goods-Arts & Crafts-Specialty Food-Food,1,4.0
-Food-Juice Bars & Smoothies-Filipino-Restaurants,1,4.0
-Pizza-American (New)-Sandwiches-Restaurants,1,3.5
-Seafood-Caribbean-Hawaiian-Restaurants,1,4.0
-Active Life-Burgers-Golf-Restaurants,1,3.5
-Thai-Asian Fusion-Restaurants,1,3.5
-Skin Care-Day Spas-Beauty & Spas-Health & Medical-Medical Spas,1,4.0
-Pubs-Bars-Sports Bars-Nightlife,1,3.0
-Bakeries-Food-Polish-Restaurants,1,4.5
-Coffee & Tea-Food-Bars-Nightlife-Restaurants-Sandwiches,1,4.0
-Active Life-Dog Parks-Parks-Pets,1,3.5
